28001,"Acebeda, La",-3.63570944087,41.09314658240,446611.049635,4549291.979770
28002,Ajalvir,-3.48013850634,40.52397522640,459330.424684,4486026.708740
28003,Alameda del Valle,-3.85001253087,40.92040434360,428426.336452,4530269.019310
28004,"Álamo, El",-3.98925684718,40.23240281300,415843.600496,4454021.449600
28005,Alcalá de Henares,-3.36960117822,40.49459216680,468679.717682,4482720.063830
28006,Alcobendas,-3.63011591360,40.53457715240,446635.101847,4487283.516340
28007,Alcorcón,-3.83723387790,40.35840240230,428908.590704,4467873.980940
28008,Aldea del Fresno,-4.22378428344,40.30925802590,396009.615468,4462801.254740
28009,Algete,-3.52992768932,40.60821825350,455169.318801,4495401.995920
28010,Alpedrete,-4.02081388586,40.66184191080,413710.015656,4501720.315790
28011,Ambite,-3.17668316899,40.34077484270,484993.612202,4465595.987010
28012,Anchuelo,-3.27679901365,40.46640959910,476534.043252,4479563.000930
28013,Aranjuez,-3.67886437591,39.99488191280,442047.776006,4427409.826080
28014,Arganda del Rey,-3.44549449851,40.29236891750,462135.338964,4460303.327420
28015,Arroyomolinos,-3.91580759314,40.28011558600,422146.751633,4459250.348000
28016,"Atazar, El",-3.46670123576,40.93963972760,460713.863896,4532161.379070
28017,Batres,-3.92602664126,40.22276355770,421211.526984,4452893.445960
28018,Becerril de la Sierra,-3.93706296530,40.70585660020,420841.725295,4506527.370120
28019,Belmonte de Tajo,-3.33386144694,40.13748733780,471558.897605,4443070.565780
28021,"Berrueco, El",-3.52824099662,40.97366000650,455556.352634,4535967.420580
28020,Berzosa del Lozoya,-3.55784202016,40.88195153830,453000.919042,4525802.447420
28022,Boadilla del Monte,-3.89267707539,40.42033499410,424270.131913,4474794.519250
28023,"Boalo, El",-3.92202438908,40.70905513360,422115.850635,4506868.983760
28024,Braojos,-3.65982566820,41.05956563550,444557.468568,4545579.143550
28025,Brea de Tajo,-3.12101265410,40.24056265880,489706.734654,4454464.899010
28026,Brunete,-3.99496238554,40.39715056290,415563.696628,4472313.719620
28027,Buitrago del Lozoya,-3.62718134884,40.98842076060,447243.708965,4537661.051710
28028,Bustarviejo,-3.72836748950,40.84158682580,438596.508013,4521427.186620
28029,Cabanillas de la Sierra,-3.63475758525,40.82545868690,446475.175773,4519575.451500
28030,"Cabrera, La",-3.61321089199,40.86284920040,448321.126877,4523713.139100
28031,Cadalso de los Vidrios,-4.43282572093,40.29848170530,378226.515880,4461871.525290
28032,Camarma de Esteruelas,-3.37593394108,40.56226845040,468175.103173,4490234.450230
28033,Campo Real,-3.37328155434,40.32299887440,468287.399358,4463674.785090
28034,Canencia,-3.76014075842,40.89291056870,435967.366642,4527147.306160
28035,Carabaña,-3.24614247712,40.25442175070,479067.526863,4456025.220920
28036,Casarrubuelos,-3.83202406619,40.17241171560,429157.196129,4447225.348550
28037,Cenicientos,-4.50836924718,40.24399359000,371703.008006,4455929.852420
28038,Cercedilla,-4.05994012435,40.75580165630,410528.456400,4512189.617350
28039,Cervera de Buitrago,-3.52411352901,40.91663406250,455865.669362,4529634.931100
28051,Chapinería,-3.60718015825,40.15160289190,448285.919519,4444760.569300
28052,Chinchón,-3.50753396751,40.56816921470,457038.163305,4490945.299830
28040,Ciempozuelos,-4.19291837641,40.40589072490,398777.129103,4473491.794010
28041,Cobeña,-3.45176949218,40.08107014710,461482.666059,4436853.049410
28046,Collado Mediano,-4.01896897058,40.53758550760,413706.318993,4487925.488780
28047,Collado Villalba,-3.74607364246,40.66395138110,436936.191069,4501721.125620
28043,Colmenar de Oreja,-4.03224162236,40.69379026310,412785.656962,4505278.053520
28042,Colmenar del Arroyo,-3.98843967405,40.64121307590,416420.930594,4499399.136250
28045,Colmenar Viejo,-3.24815004934,40.41887740840,478947.971937,4474279.759020
28044,Colmenarejo,-3.55302068814,40.42687362230,453089.463894,4475284.579050
28048,Corpa,-3.83701783677,40.19100210430,428751.446701,4449292.797530
28049,Coslada,-4.21039344466,40.37075631710,397240.886447,4469611.976300
28050,Cubas de la Sagra,-3.47829619963,40.16245769010,459269.617807,4445898.334480
28053,Daganzo de Arriba,-3.44479673526,40.55958169030,462343.962595,4489963.367200
28054,"Escorial, El",-4.09487389646,40.58562994830,407344.298428,4493335.703660
28055,Estremera,-3.10881429766,40.14638603540,490731.507956,4444010.517230
28056,Fresnedillas de la Oliva,-4.18322402625,40.47892659270,399708.363798,4481587.901850
28057,Fresno de Torote,-3.40935519605,40.60936847750,465370.103003,4495475.252700
28058,Fuenlabrada,-3.79669582575,40.28310533680,432275.601062,4459484.359780
28059,Fuente el Saz de Jarama,-3.52364760603,40.64224130820,455723.076410,4499175.476500
28060,Fuentidueña de Tajo,-3.15910824933,40.11099664080,486440.580594,4440089.008240
28061,Galapagar,-3.98597870565,40.57492556000,416546.599240,4492038.590340
28062,Garganta de los Montes,-3.68410147418,40.92915389620,442404.260931,4531117.785840
28063,Gargantilla del Lozoya y Pinilla de Buitrago,-3.70430946306,40.96685367020,440736.618903,4535316.331160
28064,Gascones,-3.67356422360,41.03566778390,443382.583503,4542935.031290
28065,Getafe,-3.67344221360,40.29914553120,442766.591655,4461177.859060
